Date,URL,Title,Source,Country,LABEL,Generated Label,Generated Label (Number)
20201004T184500Z,https://www.silive.com/news/2020/10/coast-guard-responds-to-fuel-oil-leak-in-bayonne.html,Coast Guard responds to fuel oil leak in Bayonne,silive.com,United States,12,8,8.0
20201217T001500Z,https://www.freightwaves.com/news/container-ports-are-booming-and-not-just-on-west-coast,Container ports are booming and not just on West Coast,freightwaves.com,United States,12,4,4.0
20201231T021500Z,https://www.postnewsgroup.com/tallest-cranes-ever-for-port-of-oakland-arriving-from-china/,Tallest Cranes Ever for Port of Oakland Arriving from China,postnewsgroup.com,United States,12,4,4.0
20201006T133000Z,https://www.hellenicshippingnews.com/first-cross-port-fuel-supply-service-in-yangtze-delta-a-success/,First cross - port fuel supply service in Yangtze delta a success | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,4,4.0
20201209T071500Z,https://www.stuff.co.nz/business/123651033/christmas-cargo-could-add-costs-clogged-traffic-freight-companies,"Christmas cargo could add costs , clogged traffic : freight companies",stuff.co.nz,New Zealand,6,4,4.0
20201027T084500Z,https://www.msn.com/en-gb/news/world/greek-navy-minesweeper-portuguese-cargo-ship-collide/ar-BB1aqqR2,"Greek navy minesweeper , Portuguese cargo ship collide",msn.com,United States,6,2,2.0
20201218T061500Z,https://www.nzherald.co.nz/hawkes-bay-today/news/napier-port-ship-fire-crew-back-on-board-after-blaze/YNBJ76AM5YGU376MTY5HDYJUGU/,Napier Port ship fire : Crew back on board after blaze,nzherald.co.nz,New Zealand,8,2,2.0
20201214T143000Z,https://www.middleeastmonitor.com/20201214-explosion-on-ship-leaving-saudi-arabia-caused-by-an-external-source/,Explosion on ship leaving Saudi Arabia caused by an  external source  ,middleeastmonitor.com,Israel,8,2,2.0
20201202T133000Z,https://en.portnews.ru/news/305640/,FESCO Ð¸ DB Ð¡argo send first container train from Europe to China through Brest and Vladivostok,en.portnews.ru,,12,7,7.0
20201027T154500Z,https://www.hellenicshippingnews.com/cai-mep-international-terminal-receives-ultra-large-container-ship/,Cai Mep International Terminal receives ultra - large container ship | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,4,4.0
20201209T120000Z,https://www.dailymail.co.uk/news/article-9034281/Cargo-ship-suffers-epic-losses-2-000-containers-topple-storm-en-route-Japan.html,"Cargo ship suffers epic losses after 2 , 000 containers topple over during a storm en route to Japan",dailymail.co.uk,United Kingdom,6,9,9.0
20201206T193000Z,https://www.zerohedge.com/economics/ship-returning-japan-after-losing-record-number-containers-crossing-pacific,Ship Returning To Japan After Losing Record Number Of Containers While Crossing The Pacific,zerohedge.com,United States,12,6,6.0
20201214T151500Z,https://www.telegraph.co.uk/news/2020/12/14/blast-tanker-saudi-port-caused-external-source/,Blast on tanker in Saudi port caused by  external source  ,telegraph.co.uk,United Kingdom,12,2,2.0
20201201T030000Z,https://www.newindianexpress.com/states/andhra-pradesh/2020/dec/01/visakhapatnam-port-handles-bigger-vessel-2230245.html,Visakhapatnam port handles bigger vessel,newindianexpress.com,India,12,4,4.0
20201214T101500Z,https://www.bangkokpost.com/world/2035143/explosion-rocks-singapore-flagged-tanker-off-saudi-port,Explosion rocks Singapore - flagged tanker off Saudi port,bangkokpost.com,Thailand,8,2,2.0
20201010T041500Z,https://island.lk/sea-of-indecision-strikes-capacity-enhancement/,Sea of indecision strikes capacity enhancement,island.lk,Sri Lanka,12,4,4.0
20201202T180000Z,https://www.nzherald.co.nz/business/big-visitor-to-northport-is-bringing-christmas-to-auckland/ER2LUCPTONNB4WY5NQGDYJ6SN4/,Big visitor to Northport is bringing Christmas to Auckland,nzherald.co.nz,New Zealand,12,1,1.0
20201029T111500Z,https://tribuneonlineng.com/how-endsars-protests-rendered-lagos-ports-unproductive/,How # EndSARS protests rendered Lagos ports unproductive,tribuneonlineng.com,Nigeria,12,4,4.0
20201214T110000Z,https://news.sky.com/story/explosion-on-oil-tanker-off-saudi-arabia-caused-by-external-force-12160927,Explosion on oil tanker off Saudi Arabia caused by  external force  ,news.sky.com,United Kingdom,8,2,2.0
20201214T073000Z,https://www.ksat.com/news/2020/12/14/external-source-causes-oil-tanker-blast-off-saudi-arabia/,  External source  causes oil tanker blast off Saudi Arabia,ksat.com,United States,12,2,2.0
20201105T113000Z,https://mb.com.ph/2020/11/05/vessel-operations-resume-in-several-routes-in-catanduanes/,Vessel operations resume in several routes in Catanduanes,mb.com.ph,Philippines,12,4,4.0
20201209T030000Z,https://www.tradewindsnews.com/containerships/emergency-services-brought-in-as-one-apus-docks-in-japan/2-1-926781,Emergency services brought in as ONE Apus docks in Japan,tradewindsnews.com,China,12,4,4.0
20201201T090000Z,https://www.indiatimes.com/trending/social-relevance/the-oslo-largest-cargo-ship-visakhapatnam-port-528691.html,  The Oslo  Arrives At Visakhapatnam Port,indiatimes.com,India,12,4,4.0
20201008T104500Z,https://www.nbb.be/en/articles/belgian-ports-were-still-enjoying-favourable-headwinds-2019-covid-19-storm-hit,"Belgian ports were still enjoying favourable headwinds in 2019 , before COVID - 19 storm hit",nbb.be,Belgium,12,4,4.0
20201201T213000Z,https://www.postandcourier.com/moultrie-news/moultrie-news/news/business/authority-chief-sc-port-poised-for-growth/article_d72c0742-30b8-11eb-9beb-eff09191526d.html,Authority chief : SC Port poised for growth,postandcourier.com,United States,12,4,4.0
20201210T131500Z,https://www.thehindubusinessline.com/economy/logistics/exim-trade-in-kochi-seek-more-mainline-ship-service/article33299329.ece,Exim trade in Kochi seek more mainline ship service - The Hindu BusinessLine,thehindubusinessline.com,India,12,4,4.0
20201123T091500Z,https://www.marineinsight.com/maritime-law/container-seals-importance-types-and-requirements/,"Container Seals - Importance , Types , And Requirements",marineinsight.com,United States,12,6,6.0
20201221T151500Z,https://www.hellenicshippingnews.com/one-apus-container-loss-shows-need-for-real-time-information/,ONE Apus container loss shows need for  real - time information  | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,6,2,2.0
20201026T080000Z,https://www.daily-sun.com/post/514098/Record-foreign-ships-dock-in-Mongla-Port,Record foreign ships dock in Mongla Port - 514098,daily-sun.com,Bangladesh,12,4,4.0
20201214T064500Z,https://www.msn.com/en-us/news/world/oil-tanker-suffers-explosion-after-being-hit-by-e2-80-98external-source-e2-80-99-near-saudi-arabia-e2-80-99s-port-city/ar-BB1bU8DK,Oil tanker suffers explosion after being hit by  external source  near Saudi Arabia port city,msn.com,United States,6,2,2.0
20201214T070000Z,https://www.msn.com/en-gb/news/world/e2-80-98external-source-e2-80-99-caused-explosion-of-oil-tanker-near-saudi-arabia-owner-says/ar-BB1bU4nw,"  External source  caused explosion of oil tanker near Saudi Arabia , owner says",msn.com,United States,12,2,2.0
20201208T151500Z,https://www.chron.com/news/article/Libya-s-east-based-forces-seize-Turkish-owned-15784028.php,Libya east - based forces seize Turkish - owned vessel,chron.com,United States,12,3,3.0
20201214T054500Z,https://www.timesofisrael.com/explosion-hits-ship-off-saudi-red-sea-port-of-jiddah/,Explosion caused by  external source  hits ship off Saudi Red Sea port of Jiddah,timesofisrael.com,Israel,12,2,2.0
20231228T014500Z,https://maritime-executive.com/article/singapore-surpasses-three-billion-gross-tons-for-annual-ship-arrivals,Singapore Surpasses Three Billion Gross Tons for Annual Ship Arrivals,maritime-executive.com,United States,12,4,4.0
20231125T143000Z,https://www.reuters.com/world/middle-east/israeli-managed-vessel-hit-by-suspected-iranian-drone-us-official-says-2023-11-25/,"Israeli - managed vessel hit by suspected Iranian drone , US official says",reuters.com,United States,12,3,3.0
20231125T194500Z,https://gcaptain.com/israeli-managed-vessel-hit-by-suspected-iranian-drone/,Israeli - Managed Vessel Hit By Suspected Iranian Drone,gcaptain.com,United States,12,3,3.0
20231231T173000Z,https://www.breitbart.com:443/europe/2023/12/31/global-shipping-giant-maersk-halts-ships-passage-via-red-sea-for-48-hours/,Global Shipping Giant Maersk Halts Ship Passage via Red Sea for 48 Hours,breitbart.com,United States,1,4,4.0
20231222T034500Z,https://sg.news.yahoo.com/red-sea-tensions-leave-global-032413166.html,"Red Sea tensions leave global supply chains in limbo , Singapore offers port relief",sg.news.yahoo.com,United States,12,4,4.0
20231106T053000Z,https://news.webindia123.com/news/Articles/Business/20231106/4136759.html,Mundra is India first port to handle cargo volumes of 16 MMT in a month,news.webindia123.com,India,12,4,4.0
20231106T051500Z,https://www.ndtv.com/india-news/adani-groups-flagship-mundra-port-is-indias-first-port-to-handle-cargo-volumes-of-16-mmt-in-a-month-4548936,Adani Group Flagship Mundra Becomes India First Port To Handle 16 . 1 Million Tonnes Of Cargo,ndtv.com,India,12,4,4.0
20231121T080000Z,https://leadership.ng/terminal-to-receive-largest-container-in-west-africa/,Terminal To Receive Largest Container In West Africa,leadership.ng,Nigeria,13,4,4.0
20231006T180000Z,https://www.middleeastmonitor.com/20231006-turkiye-ship-not-damaged-in-black-sea-explosion-maritime-authority/,Turkiye ship not damaged in Black Sea explosion â€“ maritime authority,middleeastmonitor.com,Israel,6,2,2.0
20231006T124500Z,https://www.reuters.com/world/turkish-ship-not-damaged-black-sea-explosion-maritime-authority-2023-10-06/,Turkish ship not damaged in Black Sea explosion â€“ maritime authority,reuters.com,United States,6,2,2.0
20231127T054500Z,https://www.standardmedia.co.ke/business/business/article/2001486170/mombasa-registers-more-cargo-as-kpa-ups-handling-efficiency,Mombasa registers more cargo as KPA ups handling efficiency,standardmedia.co.ke,Kenya,13,4,4.0
20231216T181500Z,https://www.dhakatribune.com/world/middle-east/334079/shipping-firms-suspend-red-sea-traffic-after-yemen,Shipping firms suspend Red Sea traffic after Yemen rebel strikes,dhakatribune.com,Bangladesh,1,3,3.0
20231111T143000Z,https://www.thehindu.com/news/national/kerala/chinese-ship-crew-await-centres-clearance-to-berth-at-vizhinjam-port/article67524670.ece,"Chinese ship , crew await Centre clearance to berth at Vizhinjam port",thehindu.com,India,12,4,4.0
20231215T191500Z,https://www.albawaba.com/news/houthi-strike-two-cargo-ships-red-sea-ballistic-missiles-1545251,Houthi strike two cargo ships in red sea with ballistic missiles,albawaba.com,Israel,11,3,3.0
20231121T024500Z,https://www.thestandard.com.hk/section-news/section/4/258000/Maritime-and-port-masterplan-in-works,Maritime and port masterplan in works,thestandard.com.hk,Hong Kong,12,4,4.0
20231012T204500Z,https://www.thedailystar.net/business/economy/news/foreign-vessels-face-hassles-getting-waivers-3442001,Foreign vessels face hassles getting waivers,thedailystar.net,Bangladesh,12,10,10.0
20231024T124500Z,https://www.zawya.com/en/press-release/companies-news/gt-usas-canaveral-cargo-terminal-records-heaviest-lift-crane-operations-mm8gov7z,GT united states Canaveral Cargo Terminal records heaviest lift crane operations,zawya.com,United Arab Emirates,13,12,12.0
20240101T003000Z,https://www.prokerala.com/news/articles/a1492680.html,Yemen Houthi group says 10 fighters killed by US Navy forces in Red Sea,prokerala.com,India,13,3,3.0
20231126T184500Z,https://www.marketscreener.com/news/latest/Israeli-linked-chemical-tanker-seized-in-Gulf-of-Aden-US-official-vessel-company-45439097/,"Israeli - linked chemical tanker seized in Gulf of Aden - US official , vessel company",marketscreener.com,,12,10,10.0
20231219T064500Z,https://allafrica.com/stories/202312190070.html,Somalia : Experts Warn That Somali Pirates May Cooperate With Yemen Houthis,allafrica.com,Nigeria,11,3,3.0
20231024T213000Z,https://www.ajot.com/news/port-of-oakland-september-container-volume-holds-steady,Port of Oakland September container volume holds steady,ajot.com,United States,12,4,4.0
20231019T050000Z,https://www.forkliftaction.com/news/haiphong-orders-30-mitsui-cranes.aspx?n=28524,"Haiphong orders 30 Mitsui cranes , Viet Nam . News story in Forkliftaction News",forkliftaction.com,United States,13,1,1.0
20231231T204500Z,https://www.algemeiner.com/2023/12/31/u-s-intercepts-houthi-ballistic-anti-ship-missiles-in-red-sea/,U . S . Intercepts Houthi Ballistic Anti - Ship Missiles in Red Sea,algemeiner.com,Israel,11,3,3.0
20231218T061500Z,https://www.the-star.co.ke/business/kenya/2023-12-18-kenya-eac-stare-at-costly-imports-as-shipping-lines-shun-red-sea/,"Kenya , EAC stare at costly imports as shipping lines shun Red Sea",the-star.co.ke,Kenya,12,4,4.0
20231018T024500Z,https://www.9news.com.au/national/clive-palmer-40m-superyacht-freed-after-running-aground-in-singapore/149a4868-275e-4246-b389-2b946026f3ba,Clive Palmer $40 million superyacht freed,9news.com.au,Australia,13,10,10.0
20231106T193000Z,https://www.hellenicshippingnews.com/contecon-manzanillos-record-volume-in-a-single-vessel-call/,Contecon Manzanillo record volume in a single vessel call | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,4,4.0
20231231T033000Z,https://www.theguardian.com/world/2023/dec/31/missile-hits-red-sea-container-ship-us-destroyers-shoot-down-two-more,"Missile hits Red Sea container ship , US destroyers shoot down two more",theguardian.com,United Kingdom,11,2,2.0
20231231T113000Z,https://www.barrons.com/news/maersk-suspends-vessels-passage-through-red-sea-strait-for-48-hours-f7fd0e2e,Maersk Halts Ship Passage Via Red Sea Strait For 48 Hours,barrons.com,China,1,4,4.0
20231212T203000Z,https://katu.com/news/nation-world/houthi-rebels-in-yemen-accidentally-strike-norwegian-tanker-in-red-sea-with-missile-iran-saudi-arabia-shipping-international-waters-maritime-response-israel-hamas-gaza-war-drone-trade-foreign-policy-diplomacy,Houthi rebels in Yemen accidentally strike Norwegian tanker in Red Sea with missile,katu.com,United States,3,2,2.0
20231231T153000Z,https://www.khaleejtimes.com/world/mena/us-says-it-sank-houthi-vessels-that-attacked-cargo-ship-in-red-sea,US says it sank Houthi vessels that attacked cargo ship in Red Sea,khaleejtimes.com,United Arab Emirates,3,5,5.0
20231215T150000Z,https://www.bbc.com/news/world-middle-east-67727601,Cargo ships in Red Sea hit by drone and missiles launched from Yemen,bbc.com,United Kingdom,11,3,3.0
20231220T221500Z,https://www.standardmedia.co.ke/business/article/2001487659/port-records-high-cargo-volumes-despite-harsh-economic-times,Port records high cargo volumes despite harsh economic times,standardmedia.co.ke,Kenya,12,4,4.0
20231103T130000Z,https://www.cnbc.com/2023/11/03/panama-canal-drought-hits-new-crisis-level-amid-severe-el-nino.html,Panama Canal drought hits new crisis level amid severe El Nino,cnbc.com,United States,13,9,9.0
20240101T044500Z,https://www.livemint.com/news/world/maersk-suspends-ships-passage-via-red-sea-strait-for-48-hours-11704072288313.html,Maersk suspends ship passage via Red Sea strait for 48 hours,livemint.com,India,1,4,4.0
20231005T133000Z,https://www.marinelink.com/news/port-rotterdam-offers-substantial-port-508551,Port Of Rotterdam Offers  Substantial  Port Fee,marinelink.com,United States,12,4,4.0
20231118T120000Z,https://menafn.com/1107449864/Grain-Ship-Hits-Floating-Mine-In-Black-Sea-Reuters,Grain Ship Hits Floating Mine In Black Sea - Reuters,menafn.com,Qatar,12,2,2.0
20231123T180000Z,https://news.webindia123.com/news/Articles/India/20231123/4142413.html,Union Minister Sonowal reviews progress of proposed International Container Transhipment Port project,news.webindia123.com,India,12,4,4.0
20231106T070000Z,https://organiser.org/2023/11/06/205046/bharat/gujarat-mundra-port-achieves-historic-milestone-handles-record-16-1-mmt-of-cargo-in-october/,Gujarat : Mundra Port achieves historic milestone ; handles record 16 . 1 MMT of cargo in October,organiser.org,India,12,4,4.0
20231217T063000Z,https://eng.mizzima.com/2023/12/17/5403,Shipping firms suspend Red Sea traffic after Yemen rebel strikes â€“ ENG . MIZZIMA . COM,eng.mizzima.com,Myanmar,1,12,12.0
20231121T133000Z,https://thenews-chronicle.com/lagos-to-host-worlds-largest-container-roro-vessel/,Lagos to Host World Largest Container - RORO Vessel,thenews-chronicle.com,Nigeria,12,4,4.0
20231215T213000Z,https://www.stuff.co.nz/world/middle-east/301028075/world-shipping-giant-maersk-pauses-red-sea-journeys-after-houthi-ballistic-missile-attacks,World shipping giant Maersk pauses Red Sea journeys after Houthi ballistic missile attacks,stuff.co.nz,New Zealand,3,12,12.0
20231104T020000Z,https://www.eastbaytimes.com/2023/11/03/protesters-demanding-ceasefire-in-israel-hamas-war-gather-at-port-of-oakland/,Protesters demanding ceasefire in Israel - Hamas war gather at Port of Oakland,eastbaytimes.com,United States,11,12,12.0
20231206T223000Z,https://www.dailymail.co.uk/news/article-12834113/Hijacked-cargo-ship-tourist-attraction-Groups-men-seen-taking-tours-Galaxy-Leader-Iran-Houthi-rebels-sieged-vessel-Red-Sea.html,Hijacked cargo ship becomes  tourist attraction  ,dailymail.co.uk,United Kingdom,3,12,12.0
20231101T200000Z,https://www.hellenicshippingnews.com/sea-robbery-onboard-a-bulk-carrier-in-the-strait-of-malacca/,Sea Robbery Onboard a Bulk Carrier in the Strait of Malacca | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,5,3,3.0
